id,title,filtered_words_str,label
F202,Hoax Confirmed by Sources,"always,crime,group,data,glass,actually,card.,hair,across,forget,general.,—,shocking,claims,hoax,surface,internet.",FAKE
F197,Secret Cure Confirmed by Sources,"main,price,effect,nearly.,environment,people,example,message,energy.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R128,New Report on Climate Change,"step,song,camera,take.,material,direction,wish,hold,also,management,grow.,sing,blue,deal,when.,thing,message,town,say,even,baby,bring.,experts,discuss,ongoing,developments,climate,change.",REAL
F157,Government Cover-Up Confirmed by Sources,"structure,large,decade,magazine,whom.,mouth,election,white,create,others,chair,authority.,must,way,decide,evening,sell.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F117,Hoax Confirmed by Sources,"sea,republican,one,head,generation,figure.,economy,trade,over.,—,shocking,claims,hoax,surface,internet.",FAKE
F173,Secret Cure Confirmed by Sources,"tend,police,report,threat,man.,election,type,provide,five,heavy,agency,education.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F024,Aliens Confirmed by Sources,"poor,cut,return,color,black,threat,others.,—,shocking,claims,aliens,surface,internet.",FAKE
F096,Celebrity Scandal Confirmed by Sources,"chair,western,various.,occur,game,maybe,continue,pay.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R247,New Report on Public Health,"ago,involve,available,travel.,method,doctor,season,candidate.,experts,discuss,ongoing,developments,public,health.",REAL
F226,Government Cover-Up Confirmed by Sources,"buy,area,throughout,blood,training,prepare,many.,allow,law,clearly,traditional,number,discussion,continue.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F100,Flat Earth Confirmed by Sources,"bill,wish,interview,although,soon,treatment,affect,position.,least,white,may,purpose,democratic.,quickly,upon,operation,image,build.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F246,Government Cover-Up Confirmed by Sources,"expect,call,strategy.,offer,mention,guy,media,nearly,participant,tough.,likely,instead,whose.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F183,Aliens Confirmed by Sources,"seem,ten,body,miss.,often,easy,beautiful,may,skill,piece,response,possible.,—,shocking,claims,aliens,surface,internet.",FAKE
R063,New Report on Policy,"audience,short,animal,rest,option.,third,process,use,add,record.,adult,character,lawyer,assume,serve,walk,clearly.,experts,discuss,ongoing,developments,policy.",REAL
R005,New Report on Election,"remain,modern,woman.,experts,discuss,ongoing,developments,election.",REAL
R084,New Report on Election,"best,doctor,money,must,season,thought,population.,matter,door,writer,go,plant,say.,experts,discuss,ongoing,developments,election.",REAL
R124,New Report on Education,"eye,really,long,get,color,miss,rich.,month,part,type,rock.,conference,movie,bring,provide,site.,experts,discuss,ongoing,developments,education.",REAL
R118,New Report on Research,"agreement,truth,without.,theory,health,anything,officer,right,herself.,bed,responsibility,tv.,experts,discuss,ongoing,developments,research.",REAL
F001,Aliens Confirmed by Sources,"charge,structure,recently,boy.,debate,learn,instead,finally,really,card,social,blood.,—,shocking,claims,aliens,surface,internet.",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"hear,current,expert,perhaps,door,involve,court,step.,capital,partner,force,share,live,like.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F046,Mind Control Confirmed by Sources,"five,last,stop,anything,traditional,music,war.,position,little,only.,third,amount,school.,—,shocking,claims,mind,control,surface,internet.",FAKE
R103,New Report on Research,"somebody,fine,public,goal.,human,student,pay.,camera,truth,positive,skin.,experts,discuss,ongoing,developments,research.",REAL
R037,New Report on Budget Report,"must,hundred,coach,lay,national,show,after.,enough,base,seven,choose.,much,feeling,scene,central,build,dinner.,experts,discuss,ongoing,developments,budget,report.",REAL
F193,Secret Cure Confirmed by Sources,"weight,mr,computer,phone.,today,energy,week,fall,position,operation.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R166,New Report on Election,"style,discover,catch,response.,station,hour,cultural,arrive,newspaper.,price,thus,letter,stop,account,evening.,experts,discuss,ongoing,developments,election.",REAL
F017,Immortal Jellyfish Confirmed by Sources,"mouth,particular,moment,seven.,cost,table,trial,nice,reach,news,free.,night,cause,model,reach.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R008,New Report on Economic Growth,"catch,else,born,drive.,red,number,office,play,argue,wall,know.,include,money,seven,wrong.,experts,discuss,ongoing,developments,economic,growth.",REAL
F071,Celebrity Scandal Confirmed by Sources,"public,whose,like,financial,myself.,road,yet,series,school,amount.,minute,group,us,computer,manager.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F028,Mind Control Confirmed by Sources,"executive,laugh,television,answer,gas.,style,couple,point,its.,—,shocking,claims,mind,control,surface,internet.",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"teach,almost,city,today,star,kid.,customer,receive,upon,fly,above.,physical,case,education,report.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R200,New Report on Public Health,"forget,test,stay,audience,some.,foreign,store,add,several,street.,experts,discuss,ongoing,developments,public,health.",REAL
R225,New Report on Climate Change,"market,fight,specific.,name,experience,shoulder.,dark,wall,magazine,rule,investment,whatever.,experts,discuss,ongoing,developments,climate,change.",REAL
R062,New Report on Budget Report,"girl,unit,project,wife,rich,participant,home.,difference,skin,enjoy,card,hit,cost.,experts,discuss,ongoing,developments,budget,report.",REAL
F033,Hoax Confirmed by Sources,"join,message,black,second,hand,along.,develop,statement,impact,bar.,hand,hope,glass.,—,shocking,claims,hoax,surface,internet.",FAKE
F012,Hoax Confirmed by Sources,"set,purpose,degree.,clearly,energy,fill.,—,shocking,claims,hoax,surface,internet.",FAKE
R121,New Report on Research,"wrong,hope,east,hope,learn,site,read.,summer,end,lawyer,age,knowledge,may,glass,figure.,consumer,marriage,prove,light,better,election.,experts,discuss,ongoing,developments,research.",REAL
F210,Aliens Confirmed by Sources,"onto,politics,sign,join.,score,along,respond,away,break.,travel,civil,cup,stop,land,future.,—,shocking,claims,aliens,surface,internet.",FAKE
F151,Hoax Confirmed by Sources,"together,throw,see,good,option.,scene,but.,particularly,pull,he.,—,shocking,claims,hoax,surface,internet.",FAKE
F099,Secret Cure Confirmed by Sources,"theory,capital,voice,hotel,school,opportunity.,feel,stage,theory,whole.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R090,New Report on Technology Breakthrough,"floor,city,eight,across,gun,market,sport.,bad,medical,effect,music,station,language.,kind,nice,half,often,image,data.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R125,New Report on Budget Report,"court,like,want,get,behavior,sister,put,thing.,thousand,serious,approach.,deal,six,good.,ten,current,treat,establish,cut,yes.,experts,discuss,ongoing,developments,budget,report.",REAL
R091,New Report on Climate Change,"significant,account,source,book.,wait,sing,trip,million,yes.,experts,discuss,ongoing,developments,climate,change.",REAL
R157,New Report on Climate Change,"individual,month,change,forward,large.,matter,clearly,enough.,experts,discuss,ongoing,developments,climate,change.",REAL
F098,Miracle Drug Confirmed by Sources,"power,enter,attention,race,kind,wait.,glass,team,light.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"newspaper,relate,gas,need,debate.,single,question,include,tell,happy.,number,relate,computer,old.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R050,New Report on Economic Growth,"art,position,vote.,probably,seek,main,town,relate.,everything,budget,control,politics,style.,experts,discuss,ongoing,developments,economic,growth.",REAL
R249,New Report on Climate Change,"director,writer,prove.,born,check,agree.,experts,discuss,ongoing,developments,climate,change.",REAL
R093,New Report on Election,"color,sure,likely,break.,agreement,president,shoulder,physical,into.,enough,audience,attention,process.,experts,discuss,ongoing,developments,election.",REAL
R131,New Report on Education,"factor,walk,hour,ever,be.,change,expert,pay,probably,tv.,experts,discuss,ongoing,developments,education.",REAL
F107,Flat Earth Confirmed by Sources,"wish,become,someone,weight,system,fact.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F153,Hoax Confirmed by Sources,"get,city,sport,make.,simple,bad,floor,war,born.,option,care,too.,growth,hundred,yes,take.,—,shocking,claims,hoax,surface,internet.",FAKE
F091,Flat Earth Confirmed by Sources,"report,american,quickly,technology,ever,fish.,board,week,tend,strong,material.,third,worry,time.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R246,New Report on Economic Growth,"finally,born,bank,force,stop,standard,environment,green.,management,serve,worry,and.,half,minute,who.,experts,discuss,ongoing,developments,economic,growth.",REAL
F004,Secret Cure Confirmed by Sources,"gun,ground,industry,receive,already,see.,carry,perhaps,receive,sister,agency,air,doctor.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F220,Celebrity Scandal Confirmed by Sources,"wonder,house,individual,exactly,inside,eight.,alone,behavior,treat.,personal,improve,onto,price,many.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F121,Hoax Confirmed by Sources,"person,law,game,those.,area,prepare,painting,born,program,produce,car.,nature,field,player,teacher,practice.,—,shocking,claims,hoax,surface,internet.",FAKE
F245,Mind Control Confirmed by Sources,"might,bed,site.,think,beat,travel,sense,seek,address,school,pay.,art,conference,write,prove,front.,—,shocking,claims,mind,control,surface,internet.",FAKE
R035,New Report on Climate Change,"bring,business,meeting.,check,success,along,congress,heavy.,final,responsibility,step,baby,anyone,successful,good.,experts,discuss,ongoing,developments,climate,change.",REAL
R024,New Report on Education,"professor,indeed,authority,table.,least,fire,teach,whatever.,play,change,light,economy,religious,see.,experts,discuss,ongoing,developments,education.",REAL
F079,Miracle Drug Confirmed by Sources,"water,air,interesting,various.,protect,program,among.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R094,New Report on Policy,"buy,color,away,response,term,simply.,good,open,wind.,experts,discuss,ongoing,developments,policy.",REAL
R040,New Report on Policy,"agreement,half,action,determine,include,respond,modern.,effort,manage,however,paper,view,almost.,term,tree,generation,wear,letter,left.,experts,discuss,ongoing,developments,policy.",REAL
F170,Immortal Jellyfish Confirmed by Sources,"history,else,record,realize,coach,less.,sister,worker,head,response.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"security,night,picture.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R085,New Report on Economic Growth,"best,draw,paper,do.,trouble,bit,notice,response.,experts,discuss,ongoing,developments,economic,growth.",REAL
R054,New Report on Budget Report,"build,best,important,tv,similar,throughout,box,ahead.,note,amount,maybe,prepare,determine,several.,far,value,travel,factor,knowledge,woman.,experts,discuss,ongoing,developments,budget,report.",REAL
R047,New Report on Technology Breakthrough,"possible,increase,outside,notice,themselves.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R199,New Report on Economic Growth,"time,local,see,tonight,a.,check,including,card,information,box,report.,election,community,help,trial,action,threat,personal.,experts,discuss,ongoing,developments,economic,growth.",REAL
F062,Miracle Drug Confirmed by Sources,"analysis,pass,time,half.,many,site,between.,measure,well,blue,half,form,recognize,true.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R244,New Report on Technology Breakthrough,"notice,fear,occur,agency,least,environmental.,citizen,image,line.,need,early,method,rock,democrat,state,carry,reality.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R107,New Report on Election,"cost,rest,guess,later,nothing,job.,account,meet,hot,space.,experts,discuss,ongoing,developments,election.",REAL
F148,Aliens Confirmed by Sources,"kind.,—,shocking,claims,aliens,surface,internet.",FAKE
F023,Mind Control Confirmed by Sources,"fight,manager,sport,investment,image,wonder,weight.,wear,power,across,sister,per,life.,nothing,city,treat,never,data.,—,shocking,claims,mind,control,surface,internet.",FAKE
R075,New Report on Budget Report,"measure,work,shoulder,few.,citizen,represent,level,bag,design,common.,speak,safe,congress,though,model,game.,experts,discuss,ongoing,developments,budget,report.",REAL
R220,New Report on Public Health,"prevent,arm,trouble,republican,data,seven.,site,successful,serious,follow,yeah.,camera,ok,key,run,light.,board,range,care,among,most.,experts,discuss,ongoing,developments,public,health.",REAL
R099,New Report on Economic Growth,"wonder,ask,product,i.,experts,discuss,ongoing,developments,economic,growth.",REAL
F066,Flat Earth Confirmed by Sources,"beautiful,player,good,third,change,case.,republican,anything,environmental,charge.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F060,Flat Earth Confirmed by Sources,"fear,long,law,tax,unit,shake,receive,yes.,community,side,owner,class,another.,half,move,anything,natural,mission,respond.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F022,Government Cover-Up Confirmed by Sources,"prevent,almost,side.,discuss,white,quality,maybe,avoid,specific,create.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F127,Mind Control Confirmed by Sources,"send,blood,sure,that.,rest,within,note,beautiful,economic,imagine.,—,shocking,claims,mind,control,surface,internet.",FAKE
R212,New Report on Education,"voice,audience,student.,management,present,market,thank,candidate,program,public.,cover,free,include,conference.,front,technology,south,word.,experts,discuss,ongoing,developments,education.",REAL
F119,Mind Control Confirmed by Sources,"thousand,ten,recent,approach,popular.,product,nice,draw,case,side.,look,full,boy,similar,expect,meet,north.,—,shocking,claims,mind,control,surface,internet.",FAKE
F103,Hoax Confirmed by Sources,"quite,response,painting.,stop,human,natural,also,day,keep,unit.,worry,military,best,especially,manager.,send,trade,blood.,—,shocking,claims,hoax,surface,internet.",FAKE
F191,Mind Control Confirmed by Sources,"tax,add,former,probably.,however,true,usually,hundred,exactly,bill.,—,shocking,claims,mind,control,surface,internet.",FAKE
F002,Mind Control Confirmed by Sources,"range,often,easy,home,somebody.,want,hospital,green,evidence.,century,fire,event,value,strategy,store,like.,—,shocking,claims,mind,control,surface,internet.",FAKE
R155,New Report on Election,"smile,real,tax,full,left.,person,agreement,increase,improve,apply,woman.,hard,education,close,image,truth,realize,whole.,experts,discuss,ongoing,developments,election.",REAL
R006,New Report on Technology Breakthrough,"project,occur,day,idea,fall,main.,hold,radio,sea,common,couple,one.,budget,development,medical,close,learn,shake.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F086,Government Cover-Up Confirmed by Sources,"worry,past.,garden,experience,significant,continue,detail,letter.,blue,seat,gas,fall,president,must.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R168,New Report on Election,"fear,court,wind,truth,bed,research,next.,decade,record,foreign.,experts,discuss,ongoing,developments,election.",REAL
R077,New Report on Public Health,"many,city,enter,else,learn,according.,must,cut,work,drug.,experts,discuss,ongoing,developments,public,health.",REAL
F209,Hoax Confirmed by Sources,"record,professional,apply,simple,truth.,pick,fly,store,democratic,unit.,series,receive,system.,—,shocking,claims,hoax,surface,internet.",FAKE
R236,New Report on Public Health,"far,late,from.,hold,go,experience,beat,loss.,number,decide,coach.,experts,discuss,ongoing,developments,public,health.",REAL
F186,Aliens Confirmed by Sources,"amount,figure,doctor,plan,get,interest,difficult.,paper,soon,hard,sing,upon,yard.,child,may,activity,democratic.,—,shocking,claims,aliens,surface,internet.",FAKE
R243,New Report on Public Health,"plan,focus,present,call,specific.,especially,attorney,perform,painting.,experts,discuss,ongoing,developments,public,health.",REAL
F094,Immortal Jellyfish Confirmed by Sources,"like,number,front,southern,answer,actually.,floor,drug,defense,student.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R032,New Report on Economic Growth,"less,physical,free,country,piece.,administration,edge,beautiful,research,onto,feel,election.,experts,discuss,ongoing,developments,economic,growth.",REAL
R033,New Report on Education,"piece,short,understand,parent,position,heavy.,message,tough,top,personal,task,order.,mention,coach,type,technology,next,worry.,experts,discuss,ongoing,developments,education.",REAL
R045,New Report on Technology Breakthrough,"contain,pass,four,statement,speech,wife.,ever,detail,tonight,current,employee.,green,along,exactly,add,technology,apply.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R116,New Report on Education,"green,right,part.,make,everyone,mr,food,both.,individual,team,general,discover,success,recently,art.,experts,discuss,ongoing,developments,education.",REAL
F056,Celebrity Scandal Confirmed by Sources,"attorney,popular,manage,ten,defense.,certain,message,radio,picture,wrong.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R043,New Report on Policy,"federal,mean,several,bank,fast,near,they.,yes,live,us,while.,number,friend,character,many,never.,experts,discuss,ongoing,developments,policy.",REAL
R145,New Report on Economic Growth,"yet,son,military,individual,huge.,nature,growth,benefit,guess,job,score.,experts,discuss,ongoing,developments,economic,growth.",REAL
F200,Secret Cure Confirmed by Sources,"respond,little,study,sometimes,wait,firm.,quality,official,heart,art.,green,cold,claim,success,guy.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F034,Celebrity Scandal Confirmed by Sources,"stay,property.,watch,lot,happy,author.,less,finish,part,keep,team,modern.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F149,Secret Cure Confirmed by Sources,"spring,throughout,factor,administration,pick,term.,enough,apply,article,account.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F051,Secret Cure Confirmed by Sources,"parent,also,development,enter,social.,type,question,way,day.,avoid,share,firm,yes,behavior,late,option.,ten,cut,best,which.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F089,Flat Earth Confirmed by Sources,"hit,night,fire,newspaper,establish.,prevent,everybody,woman,floor,wait,morning.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F135,Flat Earth Confirmed by Sources,"site,note,box.,condition,painting,later,news,room,yard.,heart,decide,approach,dog,mr,rich.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F088,Government Cover-Up Confirmed by Sources,"pull,call,american,believe.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R010,New Report on Election,"entire,method,get.,green,child,social.,experts,discuss,ongoing,developments,election.",REAL
R211,New Report on Policy,"include,note,degree,finish.,develop,mother,treatment,result,coach,either,huge.,analysis,take,thousand,control,wrong.,experts,discuss,ongoing,developments,policy.",REAL
F204,Miracle Drug Confirmed by Sources,"chance,night,poor,card,role.,service,quickly,skin,lose,attorney,at.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F168,Miracle Drug Confirmed by Sources,"federal.,control,throughout,world.,measure,country,animal,player.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R011,New Report on Public Health,"light,soldier,office,under.,old,instead,never,like,learn,mouth,fall.,experts,discuss,ongoing,developments,public,health.",REAL
R232,New Report on Climate Change,"different,news,consider.,dark,glass,road,feel.,experience,necessary,identify,boy,water,add,mention.,music,finish,sing.,experts,discuss,ongoing,developments,climate,change.",REAL
R042,New Report on Public Health,"together,career,race,clear,today,country.,past,return,eye,right.,enjoy.,experts,discuss,ongoing,developments,public,health.",REAL
F182,Hoax Confirmed by Sources,"road,change,blood.,conference,north,yes,american,sure,continue,girl.,—,shocking,claims,hoax,surface,internet.",FAKE
F036,Miracle Drug Confirmed by Sources,"assume,throughout,certain.,positive,pay,total,feel,determine,myself.,agree,probably,light,suddenly.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F068,Secret Cure Confirmed by Sources,"sound,plant,prove,mother,risk,past,television.,general,sort,kitchen,growth.,position,wear,fast,world,check,standard,support.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R015,New Report on Election,"direction,purpose,role,current,view.,experts,discuss,ongoing,developments,election.",REAL
R147,New Report on Climate Change,"series,recently,career,travel.,discover,participant,customer,type,street.,positive,church,side,tough,build.,experts,discuss,ongoing,developments,climate,change.",REAL
F198,Government Cover-Up Confirmed by Sources,"enter,building,big,condition.,property,large,theory,forward.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R081,New Report on Climate Change,"school,money,record,easy.,pretty,deep,case,must,garden.,camera,audience,center.,experts,discuss,ongoing,developments,climate,change.",REAL
F050,Aliens Confirmed by Sources,"shoulder,true,worry,with.,voice,develop,night,low,much.,—,shocking,claims,aliens,surface,internet.",FAKE
F162,Celebrity Scandal Confirmed by Sources,"measure,short,focus,campaign,hand,whether.,either,race,since,research,past,to.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R028,New Report on Technology Breakthrough,"whether,indeed,fight,law.,wrong,seek,people,carry,camera.,fly,institution,commercial,test.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R195,New Report on Budget Report,"kind,design,thing,notice,family,even,stock.,build,popular,congress,several,school,simple,describe,training.,experts,discuss,ongoing,developments,budget,report.",REAL
F116,Aliens Confirmed by Sources,"building,fund,act,figure,successful,hour.,paper,suffer,message,either.,also,soon,key,every.,—,shocking,claims,aliens,surface,internet.",FAKE
R018,New Report on Research,"threat,force,take.,tonight,agent,require,safe.,guy,conference.,experts,discuss,ongoing,developments,research.",REAL
F073,Immortal Jellyfish Confirmed by Sources,"magazine,administration,food,environment.,business,hear,event,follow.,provide,end,professor,form.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F059,Miracle Drug Confirmed by Sources,"road,drive,foot,health,especially,rule,study.,final,may,successful,brother,mrs.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R078,New Report on Budget Report,"front,president,compare,son.,consider,idea,often.,experts,discuss,ongoing,developments,budget,report.",REAL
F216,Secret Cure Confirmed by Sources,"military,recent,owner,piece,low.,ask,final,dog,black,level,still,computer.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F206,Celebrity Scandal Confirmed by Sources,"often,choice,son,voice,school,alone.,position,improve,toward,across,night,forward,color,pay.,show,benefit,wind,above.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R036,New Report on Research,"whose,experience,even,science.,teacher,car,step,head,coach,claim.,mind,available,event,tell,party,consider.,experts,discuss,ongoing,developments,research.",REAL
F104,Aliens Confirmed by Sources,"rich,simple,market,lay,candidate,development,morning.,trip,spring,production,onto.,—,shocking,claims,aliens,surface,internet.",FAKE
F000,Hoax Confirmed by Sources,"worry,half,indicate,us.,develop,certain,near,respond.,power,increase,wide,lose.,—,shocking,claims,hoax,surface,internet.",FAKE
R136,New Report on Education,"far,risk,start,best,get,somebody.,research,read,example,get,those.,perform,ball,congress,military,institution,newspaper,level.,cost,start,join,measure,year,certainly,thus.,experts,discuss,ongoing,developments,education.",REAL
F019,Immortal Jellyfish Confirmed by Sources,"heart,wrong,bag,serve,kind,benefit.,share,south,shake.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R012,New Report on Technology Breakthrough,"democrat,experience,kid,strategy,agency,result,street.,save,white,brother,opportunity,follow,production.,like,half,share,clearly.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R052,New Report on Education,"check,benefit,man,shoulder,bed.,detail,with.,experts,discuss,ongoing,developments,education.",REAL
R123,New Report on Climate Change,"rule,wonder,movie,life,five,evening.,issue,seven,single.,industry,month,good.,experts,discuss,ongoing,developments,climate,change.",REAL
F040,Government Cover-Up Confirmed by Sources,"put,movement,score,bring,technology,anything.,far,another,world,police,step,people,me.,hit,three,decade,usually,training.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R160,New Report on Climate Change,"maybe,present,sound,history,suggest,enter.,trouble,election,thus,clear.,experts,discuss,ongoing,developments,climate,change.",REAL
F067,Immortal Jellyfish Confirmed by Sources,"human,available,free,stand.,wear,degree.,tree,poor,nation,claim.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R069,New Report on Research,"environmental,top,really,answer.,prove,arrive,stage,tell,try,focus.,experts,discuss,ongoing,developments,research.",REAL
F160,Mind Control Confirmed by Sources,"mind,size,beyond,door,take,indicate,billion.,first,court,development,hour,range.,scientist,production,produce.,—,shocking,claims,mind,control,surface,internet.",FAKE
F053,Hoax Confirmed by Sources,"side,direction,offer,fear.,another,door,suddenly,training,whole,provide.,style,imagine,product,apply.,—,shocking,claims,hoax,surface,internet.",FAKE
R074,New Report on Education,"difficult,population,window,try,else.,former,threat,election,news,world,father.,year,senior,weight,power,lose,oil,behavior.,middle,clear,wall,indeed.,experts,discuss,ongoing,developments,education.",REAL
R007,New Report on Election,"perform,training.,yes,decide,forward,network.,experts,discuss,ongoing,developments,election.",REAL
R119,New Report on Climate Change,"get,that.,hospital,several,wish.,shoulder,security,citizen,pressure,every,inside.,concern,six.,experts,discuss,ongoing,developments,climate,change.",REAL
R087,New Report on Budget Report,"water,apply,picture,simple,thing,result,help,similar.,fine,bill,option,approach,try,impact,develop.,policy,determine,professor,give,customer,decision,deal,vote.,experts,discuss,ongoing,developments,budget,report.",REAL
F145,Miracle Drug Confirmed by Sources,"page,almost,sit,american.,letter,feeling,since,life,on.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R065,New Report on Budget Report,"state,image,real,leave,business,doctor.,strong,bar,protect,state,trip.,small,magazine,everybody,media.,experts,discuss,ongoing,developments,budget,report.",REAL
R208,New Report on Budget Report,"moment,wear,campaign,lay,beat,partner.,common,sing,religious.,experts,discuss,ongoing,developments,budget,report.",REAL
R048,New Report on Budget Report,"also,well,sometimes,whatever,score,avoid,trouble,word.,recognize,born,maintain,trouble,art,around.,experts,discuss,ongoing,developments,budget,report.",REAL
F076,Aliens Confirmed by Sources,"war,like,return,discussion,speech,vote,detail.,bar,along,back,song,hope,cause.,—,shocking,claims,aliens,surface,internet.",FAKE
R019,New Report on Policy,"establish,contain,eat,practice,result.,line,material,pass,floor.,turn,amount,blood.,experts,discuss,ongoing,developments,policy.",REAL
F115,Immortal Jellyfish Confirmed by Sources,"thus,begin,purpose,serve.,tonight,loss,rate,let.,investment,control,national,increase,either.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R031,New Report on Education,"environment,ability,real,like,edge,learn.,left,without,environmental,order,appear,find.,chance,institution,pay,reason.,experts,discuss,ongoing,developments,education.",REAL
R190,New Report on Research,"create,product,treat,design.,experts,discuss,ongoing,developments,research.",REAL
